zhen: 1 robot_money: 0 || boat_money: 0
zhen: 9350 robot_money: 178094 || boat_money: 130450
zhen: 9351 robot_money: 178094 || boat_money: 130450
zhen: 9352 robot_money: 178094 || boat_money: 130450
zhen: 9353 robot_money: 178094 || boat_money: 130450
zhen: 9354 robot_money: 178094 || boat_money: 130450
zhen: 9355 robot_money: 178290 || boat_money: 130450
zhen: 9356 robot_money: 178290 || boat_money: 130450
zhen: 9357 robot_money: 178290 || boat_money: 130450
zhen: 9358 robot_money: 178290 || boat_money: 130450
zhen: 9359 robot_money: 178290 || boat_money: 130450
zhen: 9360 robot_money: 178477 || boat_money: 130450
zhen: 9361 robot_money: 178671 || boat_money: 130450
zhen: 9362 robot_money: 178671 || boat_money: 130450
zhen: 9363 robot_money: 178671 || boat_money: 130450
zhen: 9364 robot_money: 178671 || boat_money: 130450
zhen: 9365 robot_money: 178671 || boat_money: 130450
zhen: 9366 robot_money: 178671 || boat_money: 130450
zhen: 9367 robot_money: 178671 || boat_money: 130450
zhen: 9368 robot_money: 178671 || boat_money: 130450
zhen: 9369 robot_money: 178671 || boat_money: 130450
zhen: 9370 robot_money: 178671 || boat_money: 130450
zhen: 9371 robot_money: 178671 || boat_money: 130450
zhen: 9372 robot_money: 178671 || boat_money: 130450
zhen: 9373 robot_money: 178671 || boat_money: 130450
zhen: 9374 robot_money: 178671 || boat_money: 130450
zhen: 9375 robot_money: 178671 || boat_money: 130450
zhen: 9376 robot_money: 178671 || boat_money: 130450
zhen: 9377 robot_money: 178671 || boat_money: 130450
zhen: 9378 robot_money: 178671 || boat_money: 130450
zhen: 9379 robot_money: 178671 || boat_money: 130450
zhen: 9380 robot_money: 178671 || boat_money: 130450
zhen: 9381 robot_money: 178671 || boat_money: 130450
zhen: 9382 robot_money: 178854 || boat_money: 130450
zhen: 9383 robot_money: 178854 || boat_money: 130450
zhen: 9384 robot_money: 178854 || boat_money: 130450
zhen: 9385 robot_money: 178854 || boat_money: 130450
zhen: 9386 robot_money: 178854 || boat_money: 130450
zhen: 9387 robot_money: 178854 || boat_money: 130450
zhen: 9388 robot_money: 178854 || boat_money: 130450
zhen: 9389 robot_money: 178854 || boat_money: 130450
zhen: 9390 robot_money: 178854 || boat_money: 130450
zhen: 9391 robot_money: 178854 || boat_money: 130450
zhen: 9392 robot_money: 178854 || boat_money: 130450
zhen: 9393 robot_money: 178854 || boat_money: 130450
zhen: 9394 robot_money: 178854 || boat_money: 130450
zhen: 9395 robot_money: 178854 || boat_money: 130450
zhen: 9396 robot_money: 178854 || boat_money: 130450
zhen: 9397 robot_money: 178854 || boat_money: 130450
zhen: 9398 robot_money: 178854 || boat_money: 130450
zhen: 9399 robot_money: 179054 || boat_money: 130450
zhen: 9400 robot_money: 179054 || boat_money: 130450
zhen: 9401 robot_money: 179054 || boat_money: 130450
zhen: 9402 robot_money: 179054 || boat_money: 130450
zhen: 9403 robot_money: 179054 || boat_money: 130450
zhen: 9404 robot_money: 179054 || boat_money: 130450
zhen: 9405 robot_money: 179054 || boat_money: 130450
zhen: 9406 robot_money: 179054 || boat_money: 130450
zhen: 9407 robot_money: 179054 || boat_money: 130450
zhen: 9408 robot_money: 179054 || boat_money: 130450
zhen: 9409 robot_money: 179054 || boat_money: 130450
zhen: 9410 robot_money: 179054 || boat_money: 130450
zhen: 9411 robot_money: 179054 || boat_money: 130450
zhen: 9412 robot_money: 179054 || boat_money: 130450
zhen: 9413 robot_money: 179054 || boat_money: 130450
zhen: 9414 robot_money: 179054 || boat_money: 130450
zhen: 9415 robot_money: 179054 || boat_money: 130450
zhen: 9416 robot_money: 179243 || boat_money: 130450
zhen: 9417 robot_money: 179243 || boat_money: 130450
zhen: 9418 robot_money: 179243 || boat_money: 130450
zhen: 9419 robot_money: 179243 || boat_money: 130450
zhen: 9420 robot_money: 179243 || boat_money: 130450
zhen: 9421 robot_money: 179243 || boat_money: 130450
zhen: 9422 robot_money: 179243 || boat_money: 130450
zhen: 9423 robot_money: 179243 || boat_money: 130450
zhen: 9424 robot_money: 179430 || boat_money: 130450
zhen: 9425 robot_money: 179616 || boat_money: 130450
zhen: 9426 robot_money: 179616 || boat_money: 130450
zhen: 9427 robot_money: 179616 || boat_money: 130450
zhen: 9428 robot_money: 179616 || boat_money: 130450
zhen: 9429 robot_money: 179616 || boat_money: 130450
zhen: 9430 robot_money: 179994 || boat_money: 130450
zhen: 9431 robot_money: 180192 || boat_money: 130450
zhen: 9432 robot_money: 180192 || boat_money: 130450
zhen: 9433 robot_money: 180192 || boat_money: 130450
zhen: 9434 robot_money: 180192 || boat_money: 130450
zhen: 9435 robot_money: 180192 || boat_money: 130450
zhen: 9436 robot_money: 180381 || boat_money: 130450
zhen: 9437 robot_money: 180381 || boat_money: 130450
zhen: 9438 robot_money: 180381 || boat_money: 130450
zhen: 9439 robot_money: 180381 || boat_money: 130450
zhen: 9440 robot_money: 180381 || boat_money: 130450
zhen: 9441 robot_money: 180381 || boat_money: 130450
zhen: 9442 robot_money: 180381 || boat_money: 130450
zhen: 9443 robot_money: 180381 || boat_money: 130450
zhen: 9444 robot_money: 180381 || boat_money: 130450
zhen: 9445 robot_money: 180381 || boat_money: 130450
zhen: 9446 robot_money: 180381 || boat_money: 130450
zhen: 9447 robot_money: 180381 || boat_money: 130450
zhen: 9448 robot_money: 180381 || boat_money: 130450
zhen: 9449 robot_money: 180381 || boat_money: 130450
zhen: 9450 robot_money: 180381 || boat_money: 130450
zhen: 9451 robot_money: 180381 || boat_money: 130450
zhen: 9452 robot_money: 180381 || boat_money: 130450
zhen: 9453 robot_money: 180381 || boat_money: 130450
zhen: 9454 robot_money: 180381 || boat_money: 130450
zhen: 9455 robot_money: 180381 || boat_money: 130450
zhen: 9456 robot_money: 180581 || boat_money: 130450
zhen: 9457 robot_money: 180581 || boat_money: 130450
zhen: 9458 robot_money: 180581 || boat_money: 130450
zhen: 9459 robot_money: 180581 || boat_money: 130450
zhen: 9460 robot_money: 180581 || boat_money: 130450
zhen: 9461 robot_money: 180581 || boat_money: 130450
zhen: 9462 robot_money: 180581 || boat_money: 130450
zhen: 9463 robot_money: 180581 || boat_money: 130450
zhen: 9464 robot_money: 180581 || boat_money: 130450
zhen: 9465 robot_money: 180581 || boat_money: 130450
zhen: 9466 robot_money: 180581 || boat_money: 130450
zhen: 9467 robot_money: 180581 || boat_money: 130450
zhen: 9468 robot_money: 180581 || boat_money: 130450
zhen: 9469 robot_money: 180581 || boat_money: 130450
zhen: 9470 robot_money: 180581 || boat_money: 130450
zhen: 9471 robot_money: 180581 || boat_money: 130450
zhen: 9472 robot_money: 180581 || boat_money: 130450
zhen: 9473 robot_money: 180581 || boat_money: 130450
zhen: 9474 robot_money: 180581 || boat_money: 130450
zhen: 9475 robot_money: 180581 || boat_money: 130450
zhen: 9476 robot_money: 180581 || boat_money: 130450
zhen: 9477 robot_money: 180581 || boat_money: 130450
zhen: 9478 robot_money: 180581 || boat_money: 140836
zhen: 9479 robot_money: 180581 || boat_money: 140836
zhen: 9480 robot_money: 180581 || boat_money: 140836
zhen: 9481 robot_money: 180581 || boat_money: 140836
zhen: 9482 robot_money: 180777 || boat_money: 140836
zhen: 9483 robot_money: 180777 || boat_money: 140836
zhen: 9484 robot_money: 180777 || boat_money: 140836
zhen: 9485 robot_money: 180777 || boat_money: 140836
zhen: 9486 robot_money: 180777 || boat_money: 140836
zhen: 9487 robot_money: 180777 || boat_money: 140836
zhen: 9488 robot_money: 180777 || boat_money: 140836
zhen: 9489 robot_money: 180777 || boat_money: 140836
zhen: 9490 robot_money: 180777 || boat_money: 140836
zhen: 9491 robot_money: 180777 || boat_money: 140836
zhen: 9492 robot_money: 180777 || boat_money: 140836
zhen: 9493 robot_money: 180777 || boat_money: 140836
zhen: 9494 robot_money: 180777 || boat_money: 140836
zhen: 9495 robot_money: 180777 || boat_money: 140836
zhen: 9496 robot_money: 180777 || boat_money: 140836
zhen: 9497 robot_money: 180777 || boat_money: 140836
zhen: 9498 robot_money: 180777 || boat_money: 140836
zhen: 9499 robot_money: 180777 || boat_money: 140836
zhen: 9500 robot_money: 180777 || boat_money: 140836
zhen: 9501 robot_money: 180777 || boat_money: 140836
zhen: 9502 robot_money: 180777 || boat_money: 140836
zhen: 9503 robot_money: 180777 || boat_money: 140836
zhen: 9504 robot_money: 180777 || boat_money: 140836
zhen: 9505 robot_money: 180777 || boat_money: 140836
zhen: 9506 robot_money: 180777 || boat_money: 140836
zhen: 9507 robot_money: 180777 || boat_money: 140836
zhen: 9508 robot_money: 180777 || boat_money: 140836
zhen: 9509 robot_money: 180777 || boat_money: 140836
zhen: 9510 robot_money: 180777 || boat_money: 140836
zhen: 9511 robot_money: 180777 || boat_money: 140836
zhen: 9512 robot_money: 180777 || boat_money: 140836
zhen: 9513 robot_money: 180777 || boat_money: 140836
zhen: 9514 robot_money: 180777 || boat_money: 140836
zhen: 9515 robot_money: 180777 || boat_money: 140836
zhen: 9516 robot_money: 180777 || boat_money: 140836
zhen: 9517 robot_money: 180777 || boat_money: 140836
zhen: 9518 robot_money: 180777 || boat_money: 140836
zhen: 9519 robot_money: 180777 || boat_money: 140836
zhen: 9520 robot_money: 180777 || boat_money: 140836
zhen: 9521 robot_money: 180777 || boat_money: 140836
zhen: 9522 robot_money: 180777 || boat_money: 140836
zhen: 9523 robot_money: 180777 || boat_money: 140836
zhen: 9524 robot_money: 180777 || boat_money: 140836
zhen: 9525 robot_money: 180961 || boat_money: 140836
zhen: 9526 robot_money: 181040 || boat_money: 140836
zhen: 9527 robot_money: 181040 || boat_money: 140836
zhen: 9528 robot_money: 181040 || boat_money: 140836
zhen: 9529 robot_money: 181040 || boat_money: 140836
zhen: 9530 robot_money: 181040 || boat_money: 140836
zhen: 9531 robot_money: 181040 || boat_money: 140836
zhen: 9532 robot_money: 181235 || boat_money: 140836
zhen: 9533 robot_money: 181418 || boat_money: 140836
zhen: 9534 robot_money: 181418 || boat_money: 140836
zhen: 9535 robot_money: 181418 || boat_money: 140836
zhen: 9536 robot_money: 181418 || boat_money: 140836
zhen: 9537 robot_money: 181418 || boat_money: 140836
zhen: 9538 robot_money: 181418 || boat_money: 140836
zhen: 9539 robot_money: 181418 || boat_money: 140836
zhen: 9540 robot_money: 181418 || boat_money: 140836
zhen: 9541 robot_money: 181418 || boat_money: 140836
zhen: 9542 robot_money: 181418 || boat_money: 140836
zhen: 9543 robot_money: 181418 || boat_money: 140836
zhen: 9544 robot_money: 181418 || boat_money: 140836
zhen: 9545 robot_money: 181418 || boat_money: 140836
zhen: 9546 robot_money: 181418 || boat_money: 140836
zhen: 9547 robot_money: 181418 || boat_money: 140836
zhen: 9548 robot_money: 181418 || boat_money: 140836
zhen: 9549 robot_money: 181418 || boat_money: 140836
zhen: 9550 robot_money: 181418 || boat_money: 140836
zhen: 9551 robot_money: 181418 || boat_money: 140836
zhen: 9552 robot_money: 181418 || boat_money: 140836
zhen: 9553 robot_money: 181418 || boat_money: 140836
zhen: 9554 robot_money: 181418 || boat_money: 140836
zhen: 9555 robot_money: 181418 || boat_money: 140836
zhen: 9556 robot_money: 181418 || boat_money: 140836
zhen: 9557 robot_money: 181418 || boat_money: 140836
zhen: 9558 robot_money: 181418 || boat_money: 140836
zhen: 9559 robot_money: 181418 || boat_money: 140836
zhen: 9560 robot_money: 181418 || boat_money: 140836
zhen: 9561 robot_money: 181418 || boat_money: 140836
zhen: 9562 robot_money: 181418 || boat_money: 140836
zhen: 9563 robot_money: 181418 || boat_money: 140836
zhen: 9564 robot_money: 181607 || boat_money: 140836
zhen: 9565 robot_money: 181607 || boat_money: 140836
zhen: 9566 robot_money: 181607 || boat_money: 140836
zhen: 9567 robot_money: 181607 || boat_money: 140836
zhen: 9568 robot_money: 181607 || boat_money: 140836
zhen: 9569 robot_money: 181607 || boat_money: 140836
zhen: 9570 robot_money: 181607 || boat_money: 140836
zhen: 9571 robot_money: 181607 || boat_money: 140836
zhen: 9572 robot_money: 181607 || boat_money: 140836
zhen: 9573 robot_money: 181607 || boat_money: 140836
zhen: 9574 robot_money: 181607 || boat_money: 140836
zhen: 9575 robot_money: 181787 || boat_money: 140836
zhen: 9576 robot_money: 181787 || boat_money: 140836
zhen: 9577 robot_money: 181787 || boat_money: 140836
zhen: 9578 robot_money: 181787 || boat_money: 140836
zhen: 9579 robot_money: 181787 || boat_money: 140836
zhen: 9580 robot_money: 181787 || boat_money: 140836
zhen: 9581 robot_money: 181787 || boat_money: 140836
zhen: 9582 robot_money: 181973 || boat_money: 140836
zhen: 9583 robot_money: 181973 || boat_money: 140836
zhen: 9584 robot_money: 181973 || boat_money: 140836
zhen: 9585 robot_money: 181973 || boat_money: 140836
zhen: 9586 robot_money: 181973 || boat_money: 140836
zhen: 9587 robot_money: 181973 || boat_money: 140836
zhen: 9588 robot_money: 181973 || boat_money: 140836
zhen: 9589 robot_money: 181973 || boat_money: 140836
zhen: 9590 robot_money: 181973 || boat_money: 140836
zhen: 9591 robot_money: 181973 || boat_money: 140836
zhen: 9592 robot_money: 181973 || boat_money: 140836
zhen: 9593 robot_money: 182161 || boat_money: 140836
zhen: 9594 robot_money: 182161 || boat_money: 140836
zhen: 9595 robot_money: 182161 || boat_money: 140836
zhen: 9596 robot_money: 182161 || boat_money: 140836
zhen: 9597 robot_money: 182343 || boat_money: 140836
zhen: 9598 robot_money: 182343 || boat_money: 140836
zhen: 9599 robot_money: 182343 || boat_money: 140836
zhen: 9600 robot_money: 182526 || boat_money: 140836
zhen: 9601 robot_money: 182726 || boat_money: 140836
zhen: 9602 robot_money: 182726 || boat_money: 140836
zhen: 9603 robot_money: 182726 || boat_money: 140836
zhen: 9604 robot_money: 182726 || boat_money: 140836
zhen: 9605 robot_money: 182726 || boat_money: 140836
zhen: 9606 robot_money: 182910 || boat_money: 140836
zhen: 9607 robot_money: 182910 || boat_money: 140836
zhen: 9608 robot_money: 182910 || boat_money: 140836
zhen: 9609 robot_money: 182910 || boat_money: 140836
zhen: 9610 robot_money: 182910 || boat_money: 140836
zhen: 9611 robot_money: 182910 || boat_money: 140836
zhen: 9612 robot_money: 182910 || boat_money: 140836
zhen: 9613 robot_money: 183106 || boat_money: 140836
zhen: 9614 robot_money: 183106 || boat_money: 140836
zhen: 9615 robot_money: 183106 || boat_money: 140836
zhen: 9616 robot_money: 183106 || boat_money: 140836
zhen: 9617 robot_money: 183106 || boat_money: 140836
zhen: 9618 robot_money: 183106 || boat_money: 140836
zhen: 9619 robot_money: 183106 || boat_money: 140836
zhen: 9620 robot_money: 183106 || boat_money: 140836
zhen: 9621 robot_money: 183106 || boat_money: 140836
zhen: 9622 robot_money: 183106 || boat_money: 140836
zhen: 9623 robot_money: 183106 || boat_money: 140836
zhen: 9624 robot_money: 183106 || boat_money: 140836
zhen: 9625 robot_money: 183106 || boat_money: 140836
zhen: 9626 robot_money: 183106 || boat_money: 140836
zhen: 9627 robot_money: 183106 || boat_money: 140836
zhen: 9628 robot_money: 183106 || boat_money: 140836
zhen: 9629 robot_money: 183106 || boat_money: 140836
zhen: 9630 robot_money: 183106 || boat_money: 140836
zhen: 9631 robot_money: 183106 || boat_money: 140836
zhen: 9632 robot_money: 183106 || boat_money: 140836
zhen: 9633 robot_money: 183106 || boat_money: 140836
zhen: 9634 robot_money: 183106 || boat_money: 140836
zhen: 9635 robot_money: 183106 || boat_money: 140836
zhen: 9636 robot_money: 183106 || boat_money: 140836
zhen: 9637 robot_money: 183106 || boat_money: 140836
zhen: 9638 robot_money: 183106 || boat_money: 140836
zhen: 9639 robot_money: 183106 || boat_money: 140836
zhen: 9640 robot_money: 183106 || boat_money: 140836
zhen: 9641 robot_money: 183106 || boat_money: 140836
zhen: 9642 robot_money: 183106 || boat_money: 140836
zhen: 9643 robot_money: 183106 || boat_money: 140836
zhen: 9644 robot_money: 183106 || boat_money: 140836
zhen: 9645 robot_money: 183106 || boat_money: 140836
zhen: 9646 robot_money: 183106 || boat_money: 140836
zhen: 9647 robot_money: 183106 || boat_money: 140836
zhen: 9648 robot_money: 183106 || boat_money: 140836
zhen: 9649 robot_money: 183297 || boat_money: 140836
zhen: 9650 robot_money: 183297 || boat_money: 140836
zhen: 9651 robot_money: 183297 || boat_money: 140836
zhen: 9652 robot_money: 183297 || boat_money: 140836
zhen: 9653 robot_money: 183297 || boat_money: 140836
zhen: 9654 robot_money: 183297 || boat_money: 140836
zhen: 9655 robot_money: 183297 || boat_money: 140836
zhen: 9656 robot_money: 183297 || boat_money: 140836
zhen: 9657 robot_money: 183486 || boat_money: 140836
zhen: 9658 robot_money: 183486 || boat_money: 140836
zhen: 9659 robot_money: 183486 || boat_money: 140836
zhen: 9660 robot_money: 183486 || boat_money: 140836
zhen: 9661 robot_money: 183486 || boat_money: 140836
zhen: 9662 robot_money: 183680 || boat_money: 140836
zhen: 9663 robot_money: 183878 || boat_money: 140836
zhen: 9664 robot_money: 183878 || boat_money: 140836
zhen: 9665 robot_money: 183878 || boat_money: 140836
zhen: 9666 robot_money: 183878 || boat_money: 140836
zhen: 9667 robot_money: 183878 || boat_money: 140836
zhen: 9668 robot_money: 183878 || boat_money: 140836
zhen: 9669 robot_money: 184060 || boat_money: 140836
zhen: 9670 robot_money: 184060 || boat_money: 140836
zhen: 9671 robot_money: 184257 || boat_money: 140836
zhen: 9672 robot_money: 184257 || boat_money: 140836
zhen: 9673 robot_money: 184257 || boat_money: 140836
zhen: 9674 robot_money: 184257 || boat_money: 140836
zhen: 9675 robot_money: 184257 || boat_money: 140836
zhen: 9676 robot_money: 184257 || boat_money: 140836
zhen: 9677 robot_money: 184257 || boat_money: 140836
zhen: 9678 robot_money: 184457 || boat_money: 140836
zhen: 9679 robot_money: 184656 || boat_money: 140836
zhen: 9680 robot_money: 184656 || boat_money: 140836
zhen: 9681 robot_money: 184656 || boat_money: 140836
zhen: 9682 robot_money: 184656 || boat_money: 140836
zhen: 9683 robot_money: 184839 || boat_money: 140836
zhen: 9684 robot_money: 184839 || boat_money: 140836
zhen: 9685 robot_money: 184839 || boat_money: 140836
zhen: 9686 robot_money: 184839 || boat_money: 140836
zhen: 9687 robot_money: 184839 || boat_money: 140836
zhen: 9688 robot_money: 184839 || boat_money: 140836
zhen: 9689 robot_money: 184839 || boat_money: 140836
zhen: 9690 robot_money: 184839 || boat_money: 140836
zhen: 9691 robot_money: 184839 || boat_money: 140836
zhen: 9692 robot_money: 184839 || boat_money: 140836
zhen: 9693 robot_money: 184839 || boat_money: 140836
zhen: 9694 robot_money: 184839 || boat_money: 140836
zhen: 9695 robot_money: 184839 || boat_money: 140836
zhen: 9696 robot_money: 184839 || boat_money: 140836
zhen: 9697 robot_money: 184839 || boat_money: 140836
zhen: 9698 robot_money: 184839 || boat_money: 140836
zhen: 9699 robot_money: 184839 || boat_money: 140836
zhen: 9700 robot_money: 184839 || boat_money: 140836
zhen: 9701 robot_money: 184839 || boat_money: 140836
zhen: 9702 robot_money: 184839 || boat_money: 140836
zhen: 9703 robot_money: 184839 || boat_money: 140836
zhen: 9704 robot_money: 184839 || boat_money: 140836
zhen: 9705 robot_money: 184839 || boat_money: 140836
zhen: 9706 robot_money: 184839 || boat_money: 140836
zhen: 9707 robot_money: 184839 || boat_money: 140836
zhen: 9708 robot_money: 184839 || boat_money: 140836
zhen: 9709 robot_money: 184839 || boat_money: 140836
zhen: 9710 robot_money: 184839 || boat_money: 140836
zhen: 9711 robot_money: 184839 || boat_money: 140836
zhen: 9712 robot_money: 184839 || boat_money: 140836
zhen: 9713 robot_money: 184839 || boat_money: 140836
zhen: 9714 robot_money: 185038 || boat_money: 140836
zhen: 9715 robot_money: 185038 || boat_money: 140836
zhen: 9716 robot_money: 185038 || boat_money: 140836
zhen: 9717 robot_money: 185038 || boat_money: 140836
zhen: 9718 robot_money: 185038 || boat_money: 140836
zhen: 9719 robot_money: 185038 || boat_money: 140836
zhen: 9720 robot_money: 185038 || boat_money: 140836
zhen: 9721 robot_money: 185229 || boat_money: 140836
zhen: 9722 robot_money: 185229 || boat_money: 140836
zhen: 9723 robot_money: 185229 || boat_money: 140836
zhen: 9724 robot_money: 185229 || boat_money: 140836
zhen: 9725 robot_money: 185229 || boat_money: 140836
zhen: 9726 robot_money: 185229 || boat_money: 140836
zhen: 9727 robot_money: 185229 || boat_money: 140836
zhen: 9728 robot_money: 185229 || boat_money: 140836
zhen: 9729 robot_money: 185288 || boat_money: 140836
zhen: 9730 robot_money: 185288 || boat_money: 140836
zhen: 9731 robot_money: 185288 || boat_money: 140836
zhen: 9732 robot_money: 185486 || boat_money: 140836
zhen: 9733 robot_money: 185486 || boat_money: 140836
zhen: 9734 robot_money: 185486 || boat_money: 140836
zhen: 9735 robot_money: 185486 || boat_money: 140836
zhen: 9736 robot_money: 185486 || boat_money: 140836
zhen: 9737 robot_money: 185679 || boat_money: 140836
zhen: 9738 robot_money: 185873 || boat_money: 140836
zhen: 9739 robot_money: 185873 || boat_money: 140836
zhen: 9740 robot_money: 185873 || boat_money: 140836
zhen: 9741 robot_money: 185873 || boat_money: 140836
zhen: 9742 robot_money: 185873 || boat_money: 140836
zhen: 9743 robot_money: 185873 || boat_money: 140836
zhen: 9744 robot_money: 186068 || boat_money: 140836
zhen: 9745 robot_money: 186068 || boat_money: 140836
zhen: 9746 robot_money: 186068 || boat_money: 140836
zhen: 9747 robot_money: 186068 || boat_money: 140836
zhen: 9748 robot_money: 186068 || boat_money: 140836
zhen: 9749 robot_money: 186068 || boat_money: 140836
zhen: 9750 robot_money: 186068 || boat_money: 140836
zhen: 9751 robot_money: 186068 || boat_money: 140836
zhen: 9752 robot_money: 186068 || boat_money: 140836
zhen: 9753 robot_money: 186068 || boat_money: 140836
zhen: 9754 robot_money: 186068 || boat_money: 140836
zhen: 9755 robot_money: 186068 || boat_money: 140836
zhen: 9756 robot_money: 186068 || boat_money: 140836
zhen: 9757 robot_money: 186068 || boat_money: 140836
zhen: 9758 robot_money: 186068 || boat_money: 140836
zhen: 9759 robot_money: 186068 || boat_money: 140836
zhen: 9760 robot_money: 186253 || boat_money: 140836
zhen: 9761 robot_money: 186253 || boat_money: 140836
zhen: 9762 robot_money: 186253 || boat_money: 140836
zhen: 9763 robot_money: 186253 || boat_money: 140836
zhen: 9764 robot_money: 186253 || boat_money: 140836
zhen: 9765 robot_money: 186253 || boat_money: 140836
zhen: 9766 robot_money: 186253 || boat_money: 140836
zhen: 9767 robot_money: 186253 || boat_money: 140836
zhen: 9768 robot_money: 186253 || boat_money: 140836
zhen: 9769 robot_money: 186436 || boat_money: 140836
zhen: 9770 robot_money: 186436 || boat_money: 140836
zhen: 9771 robot_money: 186436 || boat_money: 140836
zhen: 9772 robot_money: 186436 || boat_money: 140836
zhen: 9773 robot_money: 186436 || boat_money: 140836
zhen: 9774 robot_money: 186635 || boat_money: 140836
zhen: 9775 robot_money: 186635 || boat_money: 140836
zhen: 9776 robot_money: 186635 || boat_money: 140836
zhen: 9777 robot_money: 186635 || boat_money: 140836
zhen: 9778 robot_money: 186635 || boat_money: 140836
zhen: 9779 robot_money: 186635 || boat_money: 140836
zhen: 9780 robot_money: 186822 || boat_money: 140836
zhen: 9781 robot_money: 186822 || boat_money: 140836
zhen: 9782 robot_money: 186822 || boat_money: 140836
zhen: 9783 robot_money: 186822 || boat_money: 140836
zhen: 9784 robot_money: 186822 || boat_money: 140836
zhen: 9785 robot_money: 186822 || boat_money: 140836
zhen: 9786 robot_money: 186822 || boat_money: 140836
zhen: 9787 robot_money: 186822 || boat_money: 140836
zhen: 9788 robot_money: 186822 || boat_money: 140836
zhen: 9789 robot_money: 186822 || boat_money: 140836
zhen: 9790 robot_money: 186822 || boat_money: 140836
zhen: 9791 robot_money: 186822 || boat_money: 140836
zhen: 9792 robot_money: 186822 || boat_money: 140836
zhen: 9793 robot_money: 186822 || boat_money: 140836
zhen: 9794 robot_money: 186822 || boat_money: 140836
zhen: 9795 robot_money: 186822 || boat_money: 140836
zhen: 9796 robot_money: 186822 || boat_money: 140836
zhen: 9797 robot_money: 186822 || boat_money: 140836
zhen: 9798 robot_money: 186822 || boat_money: 140836
zhen: 9799 robot_money: 186822 || boat_money: 140836
zhen: 9800 robot_money: 186822 || boat_money: 140836
zhen: 9801 robot_money: 186822 || boat_money: 140836
zhen: 9802 robot_money: 186822 || boat_money: 140836
zhen: 9803 robot_money: 187003 || boat_money: 140836
zhen: 9804 robot_money: 187003 || boat_money: 140836
zhen: 9805 robot_money: 187003 || boat_money: 140836
zhen: 9806 robot_money: 187003 || boat_money: 140836
zhen: 9807 robot_money: 187003 || boat_money: 140836
zhen: 9808 robot_money: 187003 || boat_money: 140836
zhen: 9809 robot_money: 187003 || boat_money: 140836
zhen: 9810 robot_money: 187003 || boat_money: 140836
zhen: 9811 robot_money: 187003 || boat_money: 140836
zhen: 9812 robot_money: 187003 || boat_money: 140836
zhen: 9813 robot_money: 187003 || boat_money: 140836
zhen: 9814 robot_money: 187185 || boat_money: 140836
zhen: 9815 robot_money: 187185 || boat_money: 140836
zhen: 9816 robot_money: 187185 || boat_money: 140836
zhen: 9817 robot_money: 187185 || boat_money: 140836
zhen: 9818 robot_money: 187185 || boat_money: 140836
zhen: 9819 robot_money: 187185 || boat_money: 140836
zhen: 9820 robot_money: 187185 || boat_money: 140836
zhen: 9821 robot_money: 187185 || boat_money: 140836
zhen: 9822 robot_money: 187185 || boat_money: 140836
zhen: 9823 robot_money: 187185 || boat_money: 140836
zhen: 9824 robot_money: 187185 || boat_money: 140836
zhen: 9825 robot_money: 187185 || boat_money: 140836
zhen: 9826 robot_money: 187185 || boat_money: 140836
zhen: 9827 robot_money: 187185 || boat_money: 140836
zhen: 9828 robot_money: 187380 || boat_money: 140836
zhen: 9829 robot_money: 187561 || boat_money: 140836
zhen: 9830 robot_money: 187561 || boat_money: 140836
zhen: 9831 robot_money: 187561 || boat_money: 140836
zhen: 9832 robot_money: 187561 || boat_money: 140836
zhen: 9833 robot_money: 187561 || boat_money: 140836
zhen: 9834 robot_money: 187561 || boat_money: 140836
zhen: 9835 robot_money: 187751 || boat_money: 140836
zhen: 9836 robot_money: 187751 || boat_money: 140836
zhen: 9837 robot_money: 187751 || boat_money: 140836
zhen: 9838 robot_money: 187751 || boat_money: 140836
zhen: 9839 robot_money: 187751 || boat_money: 140836
zhen: 9840 robot_money: 187938 || boat_money: 140836
zhen: 9841 robot_money: 187938 || boat_money: 150624
zhen: 9842 robot_money: 187938 || boat_money: 150624
zhen: 9843 robot_money: 187938 || boat_money: 150624
zhen: 9844 robot_money: 187938 || boat_money: 150624
zhen: 9845 robot_money: 187938 || boat_money: 150624
zhen: 9846 robot_money: 187938 || boat_money: 150624
zhen: 9847 robot_money: 187938 || boat_money: 150624
zhen: 9848 robot_money: 187938 || boat_money: 150624
zhen: 9849 robot_money: 187938 || boat_money: 150624
zhen: 9850 robot_money: 187938 || boat_money: 150624
zhen: 9851 robot_money: 187938 || boat_money: 150624
zhen: 9852 robot_money: 187938 || boat_money: 150624
zhen: 9853 robot_money: 187938 || boat_money: 150624
zhen: 9854 robot_money: 187938 || boat_money: 150624
zhen: 9855 robot_money: 187938 || boat_money: 150624
zhen: 9856 robot_money: 187938 || boat_money: 150624
zhen: 9857 robot_money: 187938 || boat_money: 150624
zhen: 9858 robot_money: 187938 || boat_money: 150624
zhen: 9859 robot_money: 187938 || boat_money: 150624
zhen: 9860 robot_money: 187938 || boat_money: 150624
zhen: 9861 robot_money: 187938 || boat_money: 150624
zhen: 9862 robot_money: 187938 || boat_money: 150624
zhen: 9863 robot_money: 187938 || boat_money: 150624
zhen: 9864 robot_money: 188134 || boat_money: 150624
zhen: 9865 robot_money: 188321 || boat_money: 150624
zhen: 9866 robot_money: 188321 || boat_money: 150624
